CNPJ;ID_ESFERA
04415308000159;1
04460214000100;1
04625431000102;1
04936023000163;1
06072165000155;1
06073073000190;1
06073794000108;1
06075666000195;1
06075977000154;1
06077262000130;1
06077894000102;1
06077897000138;1
06086131000110;1
06089087000100;1
06089169000146;1
07777837000190;1
07900709000192;1
08225413000186;1
08674396000164;1
08702862000410;1
08702862000500;1
08732281000189;1
08737694000156;1
08999674000153;1
08999690000650;1
08999716000237;1
09048976000613;1
09048976000702;1
09067562000550;1
09069709000541;1
09072430000436;1
09072448000780;1
09072455000197;1
09073271000141;1
09074113000106;1
09084088000141;1
09084088000222;1
09084815000928;1
09151796000239;1
09151796000409;1
09151796000662;1
09154915000126;1
09165176000178;1
09260100000121;1
09282477000181;1
09494536000185;1
10382118000185;1
10602526000103;1
10956614000103;1
11109361000197;1
11136097000180;1
11164805000197;1
11228615000196;1
11321779000163;1
11348419000155;1
11396811000170;1
11404674000178;1
11428853000145;1
11432444000112;1
11462050000107;1
08702862000763;1
08702862000925;1
08732174000827;1
08737694000318;1
08739625000424;1
08739625000696;1
08739625000777;1
08740102000236;1
08740466000216;1
08741399000173;1
08742264000122;1
08742439000100;1
08749525000560;1
08754111000448;1
08778318001009;1
08778326000237;1
08778755000123;1
08781791000650;1
08788903000352;1
08790172000207;1
08806754001540;1
08806838000189;1
08809444000770;1
08864845000137;1
08865636000450;1
08865636000531;1
08865636000701;1
08876104000257;1
08881666000531;1
08882730000418;1
08882862000105;1
08884066000446;1
08885287000196;1
08888950000297;1
08889826000246;1
08894859000284;1
08894859000799;1
08894859000870;1
08898124000814;1
08898124000903;1
08917080000580;1
08923971000387;1
08924581000593;1
08924813000341;1
08924813000422;1
08924813000503;1
08925968000807;1
08926263000642;1
08927105000950;1
08928517000238;1
08929648000230;1
08931495000265;1
08947699000103;1
08948697000210;1
08948697000643;1
08988848000182;1
08993917000146;1
08999682000604;1
08999690000570;1
08999716000580;1
09067562000399;1
09069709000118;1
09070624000400;1
09072455000278;1
09072455000359;1
09072513000182;1
09084088000494;1
09084815000170;1
09084815000766;1
09086935000107;1
09145368000201;1
09151473000679;1
09151598000194;1
09159666000161;1
09318907000178;1
09362328000122;1
09370842000100;1
10493355000113;1
10521892000120;1
10760912000115;1
08739351000201;1
08739625000505;1
08753204000296;1
08753204000539;1
08781791000731;1
08785479000201;1
08786626000187;1
08789299000117;1
08806754000650;1
08809071000494;1
08809444000265;1
08809444000850;1
08866501000167;1
08867780000264;1
08869489000659;1
08869505000360;1
08869547000130;1
08874737000145;1
08874935000109;1
08874984000494;1
08881567000207;1
08883217000360;1
08889297000108;1
08894859000446;1
08899940000176;1
08899940000680;1
08916785000825;1
08916785002364;1
08917106000166;1
08919490000136;1
08920126000277;1
08921876000182;1
08922718000309;1
08922718000490;1
08924052000166;1
08924581000240;1
08924581000917;1
08924813000260;1
08927105000364;1
00776126000152;1
01612532000223;1
01612635000102;1
01612640000115;1
01612649000126;1
01612691000228;1
01613283000100;1
01691405000186;1
02182502000106;1
02212723000180;1
02311633000146;1
02355884000122;1
03627760000111;1
04469484000173;1
05092848000101;1
05325381000100;1
05489626000127;1
06068991000120;1
06073353000106;1
06073743000178;1
06074142000180;1
06074192000167;1
06076081000190;1
06078813000180;1
06086317000179;1
06089952000100;1
06862694000152;1
07418223000112;1
07617264000138;1
07989048000113;1
08052306000101;1
08100235000167;1
08185735000149;1
08271652000172;1
08307068000120;1
01612343000170;1
01612511000127;1
01612684000145;1
01612757000107;1
02215625000104;1
02297548000170;1
02370207000183;1
02458148000108;1
03391291000184;1
03584764000160;1
03703229000180;1
03936114000136;1
04047456000168;1
04304844000187;1
04809903000179;1
05622754000105;1
05626697000205;1
06072040000125;1
06073945000110;1
06074022000182;1
06074081000150;1
06074094000120;1
06074166000139;1
06074960000182;1
06077776000196;1
06082645000105;1
06089984000105;1
07354680000190;1
07408825000199;1
07971634000130;1
08509212000100;1
08559734000117;1
08702862000682;1
08732174000312;1
08732174000665;1
08737694000822;1
01612341000180;1
01612351000116;1
01612535000186;1
01612538000110;1
01612687000189;1
01612941000149;1
01612986000113;1
01691513000159;1
01966584000117;1
01974965000148;1
02015756000130;1
02393727000101;1
02497776000194;1
02906130000113;1
02916098000157;1
04153496000194;1
04827493000199;1
04930156000122;1
05456092000132;1
05759468000188;1
06068759000192;1
06068960000170;1
06070406000127;1
06073942000186;1
06074156000101;1
06077763000117;1
06078393000132;1
06078803000145;1
06915338000150;1
07334230000136;1
07457457000179;1
07615929000174;1
08036438000131;1
08401897000177;1
08579944000177;1
08580325000100;1
08898256000412;1
08902934000392;1
08916785001120;1
08916785001201;1
08916785001805;1
08917080000237;1
08917106000590;1
08920126000439;1
08922718000813;1
08924011000170;1
08924581000674;1
08924581000836;1
08926263000219;1
08927105000283;1
08927105000798;1
08928517000823;1
08928517000904;1
08948697000562;1
08948697000724;1
08993925000516;1
08997611000168;1
08999690000308;1
08999708000452;1
09048976000370;1
09069709000380;1
09072430000860;1
09072455000430;1
09084815000413;1
09090689000248;1
09150087000158;1
09151473000407;1
09159666000595;1
09159666000919;1
09164716000107;1
09164716000280;1
09164716000441;1
09419752000166;1
09602676000120;1
10425754000147;1
10486210000195;1
18552192000104;1
18748980000170;1
20411999000179;1
20421266000115;1
20472910000184;1
20719554000150;1
21286738000137;1
21353237000126;1
21784140000178;1
22398546000185;1
22597326000180;1
22665389000127;1
22755781000167;1
23047198000164;1
23166863000139;1
24513574000806;1
27796543000113;1
29992524000198;1
30035906000102;1
30599309000100;1
30642467000104;1
30811991000153;1
30817512000106;1
30913385000149;1
31022335000134;1
31034919000120;1
31037869000134;1
31118734000101;1
31132946000135;1
34359986000102;1
36275739000153;1
36448732000196;1
39494376000135;1
41094792000198;1
08754111000367;1
08785479000473;1
08785479000988;1
08785479001011;1
08786865000307;1
08788903000433;1
08790172000703;1
08806754000900;1
08810350000125;1
08865628000595;1
08867780000183;1
08867780000426;1
08868515000543;1
08869505000280;1
08869505000522;1
08870164000181;1
08884066000101;1
08886947000153;1
08891566000162;1
08894859000365;1
08898124000733;1
08899940000761;1
08916124000123;1
08916124000395;1
08916645000261;1
08916645000695;1
08916785000582;1
08916785000663;1
08916785000906;1
08916785001635;1
08917080000741;1
08917106000670;1
08920126000510;1
08920571000237;1
08921971000186;1
08923971000115;1
08923997000163;1
08924581000321;1
08942211000155;1
08943227000182;1
11463951000113;1
11479401000192;1
12009325000114;1
12051399000119;1
12099621000153;1
12238409000120;1
12306005000126;1
12403050000107;1
12455227000100;1
12633937000183;1
12751785000113;1
12754009000177;1
12794460000118;1
12801661000103;1
13238391000129;1
13259942000130;1
13559249000183;1
13844779000173;1
14054483000111;1
14530664000177;1
14861992000156;1
14936923000164;1
15032962000108;1
15554361000157;1
16802148000180;1
17056972000109;1
17344705000129;1
17641975000100;1
17750844000152;1
17755589000130;1
17783928000192;1
11214763000151;1
11285050000189;1
11309134000105;1
11347758000117;1
11420422000132;1
11429813000118;1
11472830000138;1
11832051000104;1
11907806000184;1
12011663000190;1
12401524000173;1
12438919000140;1
12695881000191;1
12703221000105;1
12741967000103;1
13099820000124;1
13807703000178;1
13911386000135;1
14418667000113;1
14425362000139;1
14475207000127;1
14735171000173;1
14743316000188;1
14875668000197;1
15270403000128;1
15556667000142;1
16889161000118;1
17198476000181;1
17316318000189;1
17648806000193;1
17667821000189;1
17830158000191;1
17945598000194;1
18024290000179;1
18123107000192;1
18182330000100;1
18188981000108;1
18268471000140;1
18290033000189;1
18369190000184;1
18806271000102;1
19188925000136;1
19438832000112;1
19491973000107;1
19584166000120;1
20158487000142;1
20299023000156;1
20306600000190;1
20513103000162;1
20554502000171;1
20643713000180;1
20949357000128;1
21773418000101;1
21774988000116;1
22731700000199;1
22966333000102;1
23109437000163;1
23206111000154;1
26697493000154;1
28386261000100;1
28703225000123;1
30035706000150;1
30168128000120;1
30776047000102;1
30798068000129;1
08944084000123;1
08945727000315;1
08945727000749;1
08947699000707;1
08982139000190;1
08996886000349;1
08996886000420;1
08999674000234;1
08999674000404;1
08999674000587;1
09048976000290;1
09070624000150;1
09072448000195;1
09074907000170;1
09084815000332;1
09084815000502;1
09151796000581;1
09159666000757;1
09217985000186;1
09356616000174;1
09505246000190;1
10398439000178;1
10460712000147;1
10460927000168;1
10494038000111;1
11162629000154;1
11203325000198;1
11229326000101;1
11266865000110;1
11267041000165;1
11490408000105;1
11516185000108;1
11525246000101;1
11565067000190;1
11594437000117;1
11850135000162;1
11956337000193;1
41216755000105;1
42003838000189;1
42410402000104;1
42687694000127;1
43060972000184;1
44075734000105;1
44323777000162;1
44367020000170;1
44732284000186;1
47097636000167;1
47197141000100;1
47352241000163;1
47668727000105;1
47729398000165;1
47997205000157;1
48063159000181;1
49324133000102;1
50634069000145;1
51096968000102;1
51999816000101;1
08701062000132;1
08732174000401;1
08732174000746;1
08732182000105;1
08737694000660;1
08739625000181;1
08739625000262;1
08739930000173;1
08743272000193;1
08749525000489;1
08753204000881;1
08754111000103;1
08754111000600;1
08767154000115;1
08767154000620;1
08778318000614;1
08778318000967;1
08778318001262;1
08778318001343;1
08778318001424;1
08781791000308;1
08785479000716;1
08786865000218;1
08789737000147;1
08806754000579;1
08806770000138;1
08809071000222;1
08809071000303;1
08809444000508;1
08810400000174;1
08868515000110;1
08868523000166;1
08869521000191;1
08869562000188;1
08874984000575;1
08881567000126;1
08882524000246;1
08883217000107;1
08883969000674;1
08884066000527;1
12385505000109;1
12461113000173;1
12564502000124;1
12619289000100;1
12724464000120;1
12744521000132;1
12761641000148;1
12769172000103;1
12818276000160;1
12926040000148;1
13857317000190;1
14498387000162;1
14546983000170;1
14877521000136;1
15250005000140;1
15682219000195;1
16889157000150;1
17753134000186;1
17920192000157;1
18170569000160;1
18210130000114;1
18282725000185;1
18289945000130;1
18290041000125;1
18517489000139;1
18738944000126;1
18891228000184;1
19155011000179;1
20370114000130;1
20629963000166;1
20852451000164;1
20873228000101;1
21103401000147;1
08927105000526;1
08927915000310;1
08931495000184;1
08939936000194;1
08945727000404;1
08945727000668;1
08991820000102;1
08993909000280;1
08996886000187;1
08999690000146;1
08999716000156;1
09069709000207;1
09070624000311;1
09072448000519;1
09073719000127;1
09074147000109;1
09074345000164;1
09074360000102;1
09084088000575;1
09151473000750;1
09151796000743;1
09159666000242;1
09164716000603;1
09164716000794;1
09494245000197;1
09652980000181;1
10484826000127;1
10563852000140;1
10570295000195;1
10732530000188;1
11155239000157;1
11174552000132;1
11228592000110;1
11252030000101;1
11268720000159;1
11277311000119;1
21225927000108;1
22041242000166;1
23436626000140;1
24508525000109;1
24514309000168;1
28017709000119;1
28234040000117;1
29334469000149;1
29574718000173;1
29890529000100;1
29996856000140;1
30152609000147;1
30408965000189;1
30565583000169;1
30708373000182;1
30784719000121;1
30924279000160;1
30958304000127;1
31030292000139;1
31032294000167;1
31121027000166;1
32735084000106;1
34755833000184;1
35039681000186;1
37351306000100;1
39585487000157;1
41210170000188;1
41803943000130;1
43095352000180;1
43282929000163;1
43760288000105;1
43786206000100;1
43905453000170;1
11307940000144;1
11348410000144;1
11436548000103;1
11579536000120;1
11655026000194;1
11757032000152;1
11767841000145;1
11836179000138;1
11879377000189;1
11984861000178;1
12002118000138;1
12156559000194;1
12283516000170;1
12375571000190;1
12431299000118;1
12452534000138;1
12460209000117;1
12522755000135;1
12526644000105;1
12611789000104;1
12612794000123;1
12722506000193;1
13536791000110;1
13549874000144;1
13876013000170;1
14063027000138;1
14489409000128;1
14551081000122;1
15556655000118;1
15834721000174;1
16669355000108;1
17738447000165;1
17907081000100;1
17949026000183;1
18000776000177;1
18024277000110;1
18153223000154;1
18190569000122;1
18225595000149;1
18344319000108;1
18519297000161;1
19120887000180;1
19161866000102;1
19438268000138;1
20934731000111;1
21085564000144;1
21229090000167;1
21276428000131;1
21286456000130;1
21540501000130;1
24513574000121;1
24513574000393;1
24513574000555;1
28846563000114;1
29196548000130;1
30007184000182;1
30007351000195;1
30046788000138;1
30076410000187;1
30140449000116;1
30698272000178;1
30704666000191;1
30723719000111;1
30869627000144;1
30879230000133;1
30971408000171;1
31036942000153;1
31055416000130;1
31070465000142;1
31186628000157;1
34179363000158;1
39423337000147;1
41080849000108;1
41842864000138;1
42287865000120;1
42692233000142;1
42777527000177;1
42913850000120;1
43000519000182;1
43304430000100;1
43691520000109;1
43864176000102;1
43918458000137;1
44343997000158;1
44474796000190;1
45293429000152;1
45632719000183;1
46732872000145;1
47692329000124;1
47933275000141;1
50089453000104;1
51235351000112;1
51325618000162;1
51730516000122;1
52764080000155;1
52946608000107;1
17917267000140;1
17975221000188;1
17982154000129;1
18018927000114;1
18052320000150;1
18054276000118;1
18222097000142;1
18587958000196;1
18603745000100;1
18767963000180;1
18843101000190;1
19207734000174;1
19235101000170;1
19968164000135;1
20307636000198;1
20593591000165;1
21408585000153;1
21579686000197;1
22209667000131;1
22337150000128;1
22436916000121;1
23235036000150;1
24513574000474;1
28396636000113;1
29953088000148;1
29995497000107;1
30017070000113;1
30036126000187;1
30130732000167;1
30295630000100;1
30597260000157;1
30606153000148;1
31746901000150;1
34573510000170;1
35816288000151;1
35857380000160;1
38046509000148;1
41217035000164;1
42059430000129;1
42236150000149;1
42616386000100;1
42896249000177;1
43731704000147;1
43732541000117;1
43943332000112;1
45196329000108;1
46180272000111;1
46254562000162;1
46433482000174;1
47657582000147;1
48401562000173;1
49253849000166;1
50159929000136;1
52712413000100;1
52972334000120;1
08898256000170;1
08898256000331;1
08907735000105;1
08916785000400;1
08916785001716;1
08917080000156;1
08917080000822;1
08917106000247;1
08920126000358;1
08923971000204;1
08924060000102;1
08925968000564;1
08928517000742;1
08931495000508;1
08941833000169;1
08944076000187;1
08945727000234;1
08947699000537;1
08948697000805;1
08983140000139;1
08993925000605;1
08996886000691;1
08999674000668;1
08999682000361;1
08999682000442;1
08999690000499;1
09072430000193;1
09072430000355;1
09072430000517;1
09073628000191;1
09074634000163;1
09074998000143;1
09084054000319;1
09090689000167;1
09148727000276;1
09151796000310;1
09159666000323;1
09159666000404;1
10461231000156;1
10473821000107;1
08884983000188;1
08889826000165;1
08891666000199;1
08898256000250;1
08898256000501;1
08898256000684;1
08898256000846;1
08916124000204;1
08916645000180;1
08916785002100;1
08919490000217;1
08920571000407;1
08921876000697;1
08922718000147;1
08924029000171;1
08924037000118;1
08925968000300;1
08926263000308;1
08926263000561;1
08927105000100;1
08927915000230;1
08931495000427;1
08932293000157;1
08940694000159;1
08947699000294;1
08948697000481;1
08991812000239;1
08993909000361;1
08993909000442;1
08996886000772;1
08999674000315;1
08999708000100;1
08999708000614;1
08999716000318;1
09001744000103;1
09028341000140;1
09048976000532;1
09067562000127;1
09067562000470;1
09069709000460;1
10502869000198;1
10538747000151;1
10664047000103;1
10710480000138;1
10933233000109;1
11170236000192;1
11171199000137;1
11188530000121;1
11245287000136;1
11247833000178;1
11355061000198;1
11573081000135;1
11838096000188;1
11838404000175;1
12103142000163;1
12238420000190;1
12319741000119;1
12383333000126;1
12407380000162;1
12466590000121;1
12544044000161;1
12724621000105;1
12724811000114;1
12780395000171;1
12848539000184;1
13091306000142;1
13466063000180;1
13660868000160;1
14371331000142;1
15283173000131;1
15614504000179;1
15651230000198;1
09071622000185;1
09072430000789;1
09072448000438;1
09072455000600;1
09073685000170;1
09084054000408;1
09084054000661;1
09084815000685;1
09090689000400;1
09090689000671;1
09151796000158;1
09159666000676;1
09467841000188;1
10435066000168;1
10505525000132;1
10522238000130;1
10538287000161;1
10975063000117;1
11143891000151;1
11161210000188;1
11238753000156;1
11242822000103;1
11332636000157;1
11356674000140;1
11404690000160;1
11411482000199;1
11442859000177;1
11445922000129;1
11471451000123;1
11471739000106;1
11576627000101;1
11588202000112;1
11601645000104;1
11602227000123;1
11780026000116;1
30632453000100;1
30634972000107;1
30640904000142;1
30678311000175;1
30699974000176;1
30906076000141;1
30920810000127;1
30996071000157;1
31015793000146;1
31043381000110;1
31043835000152;1
31044796000108;1
31071255000179;1
31157133000108;1
31190244000108;1
35576651000109;1
37931033000165;1
41545376000169;1
41649644000192;1
42036443000182;1
42287880000179;1
42287891000159;1
43435160000176;1
44054717000191;1
45862522000130;1
47487209000195;1
48003621000155;1
48465685000178;1
49169773000195;1
49741228000121;1
51383934000190;1
52643209000177;1
53097003000151;1
11902878000139;1
11975218000188;1
12011137000120;1
12011652000100;1
12057559000137;1
12082904000192;1
12096450000109;1
12103110000168;1
12185691000124;1
12192651000100;1
12224414000183;1
12335016000134;1
12361524000197;1
12423438000161;1
12431393000177;1
12431437000169;1
12445365000109;1
12569623000169;1
12593725000110;1
12763457000137;1
12779225000177;1
12781610000159;1
12918998000197;1
13491027000176;1
13564227000101;1
13654396000132;1
14322110000184;1
14530582000122;1
14925164000134;1
15632138000180;1
15740578000151;1
16596782000103;1
15700427000170;1
15790911000137;1
17407238000139;1
17556737000198;1
18154671000172;1
18402264000137;1
18483865000111;1
18656487000120;1
18776003000187;1
18792109000174;1
18865049000172;1
18869153000135;1
19427284000125;1
19438854000182;1
19631593000112;1
19655098000143;1
19970108000135;1
20009091000133;1
20307829000149;1
20317086000198;1
20905429000135;1
21103237000178;1
21202388000183;1
21307502000130;1
21321981000149;1
21513620000102;1
22208989000166;1
23005590000140;1
24513574000636;1
27762314000188;1
29170201000119;1
29995505000115;1
10490987000123;1
10598364000179;1
10811526000105;1
11076942000170;1
11209770000165;1
11304889000117;1
11383748000137;1
11570107000191;1
11685421000110;1
11814527000176;1
11856862000137;1
11908594000150;1
11958034000100;1
12012166000107;1
12035107000154;1
12152148000120;1
12201824000109;1
12445872000142;1
12447221000191;1
12603767000194;1
12868705000104;1
13035671000130;1
13674210000107;1
13845413000119;1
13923732000103;1
14148034000132;1
14473373000194;1
14569435000166;1
15604910000150;1
15912254000153;1
16403132000102;1
16630938000125;1
16648079000100;1
16613040000149;1
16964750000113;1
17065050000150;1
17096149000119;1
17302791000107;1
17432497000110;1
17730499000195;1
17784175000130;1
17945886000149;1
18115727000180;1
18208877000138;1
18257399000156;1
18326716000149;1
18341270000121;1
19115975000193;1
19290496000103;1
19437886000163;1
19438309000196;1
19890221000100;1
20180384000189;1
20183605000172;1
20306925000172;1
20962535000150;1
22063685000158;1
23109348000117;1
23167129000194;1
23192890000186;1
23379245000177;1
23747554000152;1
24513574000717;1
24544534000147;1
26488873000189;1
17340731000189;1
17577160000109;1
17658696000140;1
17698753000115;1
17782754000143;1
17792379000112;1
18216831000160;1
18241698000100;1
18335512000174;1
18471204000176;1
18728302000146;1
18730452000194;1
19281373000106;1
21025594000165;1
21706625000143;1
23014200000107;1
23884645000130;1
24228736000180;1
24514325000150;1
27084331000103;1
27772939000120;1
28109741000124;1
28172262000152;1
29118655000140;1
30021579000130;1
30078127000194;1
30406600000115;1
30431847000191;1
30701451000117;1
30806235000136;1
30838828000184;1
30970514000130;1
31021027000194;1
44420878000151;1
45682448000170;1
45694968000101;1
47614059000133;1
47641438000112;1
47916589000136;1
48066825000135;1
48081388000129;1
48087254000115;1
49544803000104;1
50337273000102;1
51287161000149;1
52734156000108;1
52904961000124;1
52992165000190;1
53142067000127;1
31035042000191;1
31548281000145;1
31746059000157;1
33085430000102;1
34559878000183;1
35006582000106;1
36055588000128;1
37079594000188;1
41137753000120;1
41798044000196;1
42152060000170;1
43728028000152;1
43740555000182;1
43886317000180;1
45646732000191;1
45680124000101;1
46774016000152;1
47414427000108;1
48116780000166;1
48392068000190;1
48401193000119;1
49210622000133;1
49736207000118;1
50190526000150;1
52563581000173;1
53159233000106;1
70097811000138;1
70097969000108;1
97519352000190;1
26605320000169;1
26765895000149;1
28448511000190;1
30033246000120;1
30073826000141;1
30280822000134;1
30294216000178;1
30710491000125;1
30732477000122;1
30735527000125;1
30796772000142;1
30900289000166;1
30933602000162;1
